"auto_id","quoteid","source","invoice_id","trams_remarks","total_amount","trams_received_amount","reference_no","balance_amount","payment_method","process_date","modified_date","modified_by","pay_type","added_on","added_by","cleared_date","cleared_by","is_reconciliated"
"2537","2354505",,NULL,"TRAVEL TROOPS GLOBAL PVT LTD",,"8146","TDU34309 ",NULL,"12","2026-01-21 00:00:00",NULL,,"Bank transfer ","2026-01-23 15:19:20","Arya Prajapati",NULL,NULL,NULL
"2542","2352969",,NULL,"TRAVEL TROOPS GLOBAL PRIVATE LTD",,"3638","TDU33086 ",NULL,"12","2026-01-23 00:00:00",NULL,,"Bank transfer ","2026-01-23 15:31:12","Arya Prajapati",NULL,NULL,NULL
"2543","2353069",,NULL,"317426 BUSINESS EVENTS",,"12045","TDU26327G ",NULL,"12","2026-01-23 00:00:00",NULL,,"Bank transfer ","2026-01-23 15:37:13","Arya Prajapati",NULL,NULL,NULL
"2544","2354946",,NULL,"NAZAARE HOLIDAYS PRIVATE LIMITED",,"6036.98","TDU34655 ",NULL,"12","2026-01-23 00:00:00",NULL,,"Bank transfer ","2026-01-23 15:38:28","Arya Prajapati",NULL,NULL,NULL
"2545","2355032","initial",NULL,NULL,"4365",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-23 17:27:02","Arya Prajapati",NULL,NULL,NULL
"2546","2354724",,NULL,"BFN CFT2513350",,"860","TDU34478 ",NULL,"12","2026-01-23 00:00:00",NULL,,"BFN","2026-01-23 17:49:58","Arya Prajapati",NULL,NULL,NULL
"2548","2354724","initial",NULL,NULL,"890",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-23 19:16:05","Arya Prajapati",NULL,NULL,NULL
"2549","2352969",,NULL,"YXX283016597",,"1182","TDU33086 ",NULL,"12","2026-01-23 00:00:00",NULL,,"Credit card","2026-01-23 22:26:09","Arya Prajapati",NULL,NULL,NULL
"2553","2355122","initial",NULL,NULL,"560",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-23 23:25:22","Karthik Suriyan",NULL,NULL,NULL
"2554","2355122",,NULL,"INDIAN HOLIDAY PVT LIMITED",,"540","TDU34786 ",NULL,"12","2025-12-31 00:00:00",NULL,,"Bank transfer ","2026-01-23 23:31:20","Arya Prajapati",NULL,NULL,NULL
"2555","2355111",,NULL,"XTT622323925",,"1074","TDU34775 ",NULL,"12","2026-01-22 00:00:00",NULL,,"Credit card","2026-01-23 23:39:46","Arya Prajapati",NULL,NULL,NULL
"2557","2355128",,NULL,"PRICOL TRAVEL PRIVATE",,"3192","TDU34789",NULL,"12","2026-01-22 00:00:00",NULL,,"Bank transfer ","2026-01-26 20:11:37","Arya Prajapati",NULL,NULL,NULL
"2558","2355128","initial",NULL,NULL,"3222",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-26 20:12:40","Arya Prajapati",NULL,NULL,NULL
"2559","2353015",,NULL,"PRICOL TRAVEL PRIVATE LIMITE",,"218","TDU33127 ",NULL,"12","2026-01-22 00:00:00",NULL,,"Bank transfer ","2026-01-26 20:14:37","Arya Prajapati",NULL,NULL,NULL
"2560","2355111","initial",NULL,NULL,"1592",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-26 20:17:11","Arya Prajapati",NULL,NULL,NULL
"2561","2355111",,NULL,"XTT312489981",,"1264","TDU34775 ",NULL,"12","2026-01-23 00:00:00",NULL,,"Credit card","2026-01-26 20:55:44","Arya Prajapati",NULL,NULL,NULL
"2562","2351527","initial",NULL,NULL,"6694",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-27 10:43:03","Job Mathew",NULL,NULL,NULL
"2563","2353714","final",NULL,NULL,"11408",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-27 10:53:17","Job Mathew",NULL,NULL,NULL
"2565","2352969","initial",NULL,NULL,"8630",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-27 12:26:23","Hemant Dongrani",NULL,NULL,NULL
"2568","2353767",,NULL,"YXX691135592",,"103","TDU33730 ",NULL,"12","2026-01-27 00:00:00",NULL,,"Credit card","2026-01-27 16:16:48","Arya Prajapati",NULL,NULL,NULL
"2569","2354837","initial",NULL,NULL,"2498",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-27 16:30:36","Karthik Suriyan",NULL,NULL,NULL
"2572","2355058","initial",NULL,NULL,"1048",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-27 17:15:51","Arya Prajapati",NULL,NULL,NULL
"2574","2354837",,NULL,"Mohammad karim",,"2350","TDU34570 ",NULL,"12","2026-01-27 00:00:00",NULL,,"Bank transfer ","2026-01-27 17:59:59","Arya Prajapati",NULL,NULL,NULL
"2575","2354837",,NULL,"MOHAMMAD KARIM",,"118","TDU34570 ",NULL,"12","2026-01-27 00:00:00",NULL,,"Bank transfer ","2026-01-27 18:03:16","Arya Prajapati",NULL,NULL,NULL
"2576","2354723","initial",NULL,NULL,"2817",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-27 18:06:06","Mayur P",NULL,NULL,NULL
"2577","2355143","initial",NULL,NULL,"478",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-27 18:07:00","Harsh Purswani",NULL,NULL,NULL
"2578","2354503",,NULL,,,"1200","TDU34307-20260127170221",NULL,"12","2026-01-27 19:42:44",NULL,,"FLYWIRE","2026-01-27 19:42:44","Flywire Automation",NULL,NULL,NULL
"2584","2350759","initial",NULL,NULL,"56305",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-28 13:58:34","Maharshi Mankodi",NULL,NULL,NULL
"2586","2355035","initial",NULL,NULL,"5030",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-28 16:34:14","Dhiraj Salvi",NULL,NULL,NULL
"2587","2354643",,NULL,,,"2464","TDU34425-20260128163042",NULL,"12","2026-01-28 17:20:21",NULL,,"FLYWIRE","2026-01-28 17:20:21","Flywire Automation",NULL,NULL,NULL
"2588","2354935",,NULL,"JAYDEEPKUMAR PATEL ",,"5645","TDU34647",NULL,"12","2026-01-24 00:00:00",NULL,,"Bank transfer ","2026-01-28 18:37:05","Arya Prajapati",NULL,NULL,NULL
"2589","2354371","initial",NULL,NULL,"3232",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-28 22:36:22","Arya Prajapati",NULL,NULL,NULL
"2591","2353802",,NULL,"FLYREMIT PRIVATE LIMITED ",,"4500","TDU33759",NULL,"12","2026-01-29 00:00:00",NULL,,"Bank transfer ","2026-01-29 15:22:51","Arya Prajapati",NULL,NULL,NULL
"2592","2354505","initial",NULL,NULL,"9442",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-29 15:46:17","Arya Prajapati",NULL,NULL,NULL
"2593","2352969",,NULL,"YXX774737981",,"140","TDU33086 ",NULL,"12","2026-01-28 00:00:00",NULL,,"Credit card","2026-01-29 17:42:06","Arya Prajapati",NULL,NULL,NULL
"2594","2352969",,NULL,"YXX351948512",,"380","TDU33086 ",NULL,"12","2026-01-29 00:00:00",NULL,,"Credit card","2026-01-29 17:42:39","Arya Prajapati",NULL,NULL,NULL
"2596","2354503","initial",NULL,NULL,"7230",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-29 19:15:45","Mayur P",NULL,NULL,NULL
"2598","2355143",,NULL,,,"448","TDU34798-20260127181729",NULL,"12","2026-01-29 21:15:54",NULL,,"FLYWIRE","2026-01-29 21:15:54","Flywire Automation",NULL,NULL,NULL
"2599","2352969",,NULL,"YXX642147710",,"1260","TDU33086 ",NULL,"12","2026-01-29 00:00:00",NULL,,"Credit card","2026-01-29 21:37:42","Arya Prajapati",NULL,NULL,NULL
"2600","2354643","initial",NULL,NULL,"2464",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-29 22:27:45","Arya Prajapati",NULL,NULL,NULL
"2601","2354743",,NULL,"Flyremit private limited",,"2499","TDU34495 ",NULL,"12","2026-01-27 00:00:00",NULL,,"Bank transfer ","2026-01-29 23:30:39","Arya Prajapati",NULL,NULL,NULL
"2603","2354643",,NULL,"XTT668316430",,"309","TDU34425 ",NULL,"12","2026-01-30 00:00:00",NULL,,"Bank transfer ","2026-01-30 18:20:47","Arya Prajapati",NULL,NULL,NULL
"2604","2355035",,NULL,"YXX787908480",,"94","TDU34725 ",NULL,"12","2026-01-30 00:00:00",NULL,,"Credit card","2026-01-30 21:50:57","Arya Prajapati",NULL,NULL,NULL
"2606","2354503",,NULL,"FLYREMIT PRIVATE LIMITED ",,"6030","TDU34307 ",NULL,"12","2026-02-02 00:00:00",NULL,,"Bank transfer ","2026-02-02 17:55:56","Arya Prajapati",NULL,NULL,NULL
"2608","2354661",,NULL,"Freedom Holidays",,"22285","TDU26660G ",NULL,"12","2026-01-28 00:00:00",NULL,,"Bank transfer ","2026-02-02 18:15:48","Arya Prajapati",NULL,NULL,NULL
"2609","2354661",,NULL,"FREEDOM HOLIDAYS INCOMING",,"19985","TDU26660G ",NULL,"12","2026-02-02 00:00:00",NULL,,"Bank transfer ","2026-02-02 18:16:32","Arya Prajapati",NULL,NULL,NULL
"2611","2353102",,NULL,"XTT773178456",,"373","TDU33196 ",NULL,"12","2026-02-02 00:00:00",NULL,,"Credit card","2026-02-02 19:25:34","Arya Prajapati",NULL,NULL,NULL
"2616","2351560","initial",NULL,NULL,"9378",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-02 22:11:48","Arya Prajapati",NULL,NULL,NULL
"2618","2354695",,NULL,"Direct Credit 141000 SR",,"13558.78","TDU34454",NULL,"12","2026-02-02 00:00:00",NULL,,"Bank transfer ","2026-02-03 03:30:23","Arya Prajapati",NULL,NULL,NULL
"2619","2353556",,NULL,"flyremit",,"5761","TDU33559 ",NULL,"12","2026-02-02 00:00:00",NULL,,"Bank transfer ","2026-02-03 03:39:39","Arya Prajapati",NULL,NULL,NULL
"2620","2352447",,NULL,"flyremit",,"1239","TDU32682 ",NULL,"12","2026-02-02 00:00:00",NULL,,"Bank transfer ","2026-02-03 03:43:36","Arya Prajapati",NULL,NULL,NULL
"2621","2354072",,NULL,"Aeronet Holidays",,"45.06","TDU33980",NULL,"12","2026-01-23 00:00:00",NULL,,"Bank Charges","2026-02-03 03:44:51","Arya Prajapati",NULL,NULL,NULL
"2622","2352447","initial",NULL,NULL,"7962",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-03 03:46:10","Karthik Suriyan",NULL,NULL,NULL
"2623","2352857","initial",NULL,NULL,"10674",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-03 03:49:44","Karthik Suriyan",NULL,NULL,NULL
"2624","2355035",,NULL,"YXX638787428",,"458","TDU34725",NULL,"12","2026-02-02 00:00:00",NULL,,"Credit card","2026-02-03 04:04:40","Arya Prajapati",NULL,NULL,NULL
"2626","2354517",,NULL,"Flyremit",,"4740","TDU34319 ",NULL,"12","2026-02-02 00:00:00",NULL,,"Bank transfer ","2026-02-03 12:41:28","Arya Prajapati",NULL,NULL,NULL
"2628","2354180",,NULL,"Join Us Holidays",,"7980","TDU34057 ",NULL,"12","2026-02-03 00:00:00",NULL,,"Bank transfer ","2026-02-03 14:27:22","Arya Prajapati",NULL,NULL,NULL
"2630","2352447",,NULL,"Join us holidays ",,"272.98","TDU32682 ",NULL,"12","2026-02-03 00:00:00",NULL,,"Bank transfer ","2026-02-03 14:30:04","Arya Prajapati",NULL,NULL,NULL
"2632","2351311","initial",NULL,NULL,"73092",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-03 18:40:21","Maharshi Mankodi",NULL,NULL,NULL
"2633","2354445",,NULL,,,"8",,NULL,"12","2026-01-03 00:00:00",NULL,,"Bank Charges","2026-02-03 23:30:52","Arya Prajapati",NULL,NULL,NULL
"2636","2354901",,NULL,"YXX912180928",,"146","TDU34624 ",NULL,"12","2026-02-02 00:00:00",NULL,,"Credit card","2026-02-04 13:14:58","Arya Prajapati",NULL,NULL,NULL
"2637","2354695",,NULL,"YXX861392799",,"280","TDU34454 ",NULL,"12","2026-02-03 00:00:00",NULL,,"Credit card","2026-02-04 13:17:17","Arya Prajapati",NULL,NULL,NULL
"2638","2354946","initial",NULL,NULL,"6060",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-04 14:12:15","Hemant Dongrani",NULL,NULL,NULL
"2639","2353802",,NULL,"FLYREMIT PRIVATE LIMITED",,"4500","TDU33759 ",NULL,"12","2026-02-04 00:00:00",NULL,,"Bank transfer ","2026-02-04 14:52:14","Arya Prajapati",NULL,NULL,NULL
"2640","2354505",,NULL,"TRAVEL TROOPS GLOBAL PRIVATE LT",,"1266","TDU34309",NULL,"12","2026-02-04 00:00:00",NULL,,"Bank transfer ","2026-02-04 14:58:03","Arya Prajapati",NULL,NULL,NULL
"2641","2352857",,NULL,"TRAVEL TROOPS GLOBAL PRIVATE ",,"3935","TDU32999 ",NULL,"12","2026-02-04 00:00:00",NULL,,"Bank transfer ","2026-02-04 14:59:07","Arya Prajapati",NULL,NULL,NULL
"2642","2351527",,NULL,"Flyremit Private",,"5836","TDU32019 ",NULL,"12","2026-02-19 00:00:00",NULL,,"Bank transfer ","2026-02-04 15:34:43","Arya Prajapati",NULL,NULL,NULL
"2644","2354657",,NULL,,,"23968","TDU26658G-20260204124522",NULL,"12","2026-02-04 21:56:51",NULL,,"FLYWIRE","2026-02-04 21:56:51","Flywire Automation",NULL,NULL,NULL
"2648","2355194","initial",NULL,NULL,"2126",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-05 10:17:58","Maharshi Mankodi",NULL,NULL,NULL
"2649","2353980","initial",NULL,NULL,"30768",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-05 11:53:51","Maharshi Mankodi",NULL,NULL,NULL
"2650","2353980","final",NULL,NULL,"30738",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-05 11:54:05","Maharshi Mankodi",NULL,NULL,NULL
"2652","2353102","initial",NULL,NULL,"4496",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-05 14:20:03","Hemant Dongrani",NULL,NULL,NULL
"2657","2354695","initial",NULL,NULL,"13654",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-05 19:51:57","Hemant Dongrani",NULL,NULL,NULL
"2658","2354180","initial",NULL,NULL,"8010",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-06 13:25:27","Hemant Dongrani",NULL,NULL,NULL
"2659","2353102",,NULL,"credit note of TDU26378 - $ 3774 AUD (319 Loss as wrong amount of credit note given to the agent)
",,"4093","TDU33196 ",NULL,"12","2026-02-06 00:00:00",NULL,,"Credit note adjustment.","2026-02-06 14:49:22","Arya Prajapati",NULL,NULL,NULL
"2661","2354517","initial",NULL,NULL,"4728",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-06 17:00:00","Hemant Dongrani",NULL,NULL,NULL
"2662","2354661",,NULL,"1/UAB Freedom Holidays",,"24985","TDU26660G ",NULL,"12","2026-02-05 00:00:00",NULL,,"Bank transfer ","2026-02-06 18:05:06","Arya Prajapati",NULL,NULL,NULL
"2663","2354589",,NULL,"XTT541528898",,"3382","TDU34378 ",NULL,"12","2026-01-08 00:00:00",NULL,,"Credit card","2026-02-07 13:48:35","Arya Prajapati",NULL,NULL,NULL
"2664","2354602",,NULL,"XTT541528898",,"958","TDU34387 ",NULL,"12","2026-01-08 00:00:00",NULL,,"Credit card","2026-02-07 13:50:35","Arya Prajapati",NULL,NULL,NULL
"2668","2355316","initial",NULL,NULL,"2222",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-07 19:23:29","Karthik Suriyan",NULL,NULL,NULL
"2670","2355105","initial",NULL,NULL,"55610",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-09 12:23:21","Maharshi Mankodi",NULL,NULL,NULL
"2671","2352857",,NULL,,,"686","TDU32999 ",NULL,"12","2025-10-20 00:00:00",NULL,,"Credit card","2026-02-09 15:52:35","Arya Prajapati",NULL,NULL,NULL
"2672","2353878",,NULL,"XTT764854711",,"380","TDU33828 ",NULL,"12","2025-11-12 00:00:00",NULL,,"Credit card","2026-02-09 15:54:49","Arya Prajapati",NULL,NULL,NULL
"2673","2355084","initial",NULL,NULL,"5790",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-09 17:20:15","Mayur P",NULL,NULL,NULL
"2675","2354503",,NULL,"YXX348033784",,"814","TDU34307 ",NULL,"12","2026-02-09 00:00:00",NULL,,"Credit card","2026-02-09 23:04:02","Arya Prajapati",NULL,NULL,NULL
"2676","2354661",,NULL,"FREEDOM HOLIDAYS INCOMING",,"32671","TDU26660G ",NULL,"12","2026-02-10 00:00:00",NULL,,"Bank transfer ","2026-02-10 12:48:40","Arya Prajapati",NULL,NULL,NULL
"2677","2354661","initial",NULL,NULL,"90270",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-10 12:49:21","Arya Prajapati",NULL,NULL,NULL
"2678","2354661","initial",NULL,NULL,"90270",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-10 12:49:31","Arya Prajapati",NULL,NULL,NULL
"2679","2353980",,NULL,"MAGNABRIDGE",,"16738","TDU26510G ",NULL,"12","2026-02-09 00:00:00",NULL,,"Bank transfer ","2026-02-10 12:52:27","Arya Prajapati",NULL,NULL,NULL
"2680","2355244",,NULL,"XTT581113865",,"1398","TDU34882 ",NULL,"12","2026-02-10 00:00:00",NULL,,"Credit card","2026-02-10 17:34:44","Arya Prajapati",NULL,NULL,NULL
"2682","2352250","initial",NULL,NULL,"9246",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-10 21:15:54","Mayur P",NULL,NULL,NULL
"2685","2352083",,NULL,"CFS2504108",,"3758","TDU32431 ",NULL,"12","2026-02-10 00:00:00",NULL,,"BFN","2026-02-10 21:22:36","Arya Prajapati",NULL,NULL,NULL
"2686","2352083","initial",NULL,NULL,"3788",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-10 21:23:46","Arya Prajapati",NULL,NULL,NULL
"2687","2355212","initial",NULL,NULL,"14610",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-11 14:47:20","Mayur P",NULL,NULL,NULL
"2688","2352900",,NULL,"Make My Trip India PVT.LTD.",,"25000","TDU26301G ",NULL,"12","2026-01-23 00:00:00",NULL,,"Bank transfer ","2026-02-11 19:19:05","Arya Prajapati",NULL,NULL,NULL
"2689","2355245",,NULL,"On guarantee ",,"4258","TDU34883 ",NULL,"12","2026-02-11 00:00:00",NULL,,"On guarantee of Abhishek sir ","2026-02-11 21:07:31","Arya Prajapati",NULL,NULL,NULL
"2693","2351527",,NULL,"DILARKUMAR SURESHBHAI",,"828","TDU32019 ",NULL,"12","2026-02-12 00:00:00",NULL,,"Bank transfer ","2026-02-12 16:51:23","Arya Prajapati",NULL,NULL,NULL
"2694","2354067",,NULL,"Flyremit",,"1000","TDU26524G ",NULL,"12","2026-02-12 00:00:00",NULL,,"Bank transfer ","2026-02-12 17:17:11","Arya Prajapati",NULL,NULL,NULL
"2695","2353951",,NULL,"Make My Trip India PVT.LTD",,"15000","TDU26506G ",NULL,"12","2026-02-11 00:00:00",NULL,,"Bank transfer ","2026-02-12 17:18:35","Arya Prajapati",NULL,NULL,NULL
"2696","2355244","initial",NULL,NULL,"1358",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-12 17:22:56","Hemant Dongrani",NULL,NULL,NULL
"2701","2355079","initial",NULL,NULL,"4560",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-13 16:50:33","Dhiraj Salvi",NULL,NULL,NULL
"2706","2355372","initial",NULL,NULL,"246",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-13 20:45:48","Harsh Purswani",NULL,NULL,NULL
"2707","2353348","initial",NULL,NULL,"6026",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-13 21:05:35","Harsh Purswani",NULL,NULL,NULL
"2711","2355316",,NULL,"TRAVEL TROOPS GLOBAL PVT LTD",,"2222","TDU34945 ",NULL,"12","2026-02-17 00:00:00",NULL,,"Bank transfer ","2026-02-17 15:23:22","Arya Prajapati",NULL,NULL,NULL
"2712","2354901","initial",NULL,NULL,"4340",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-17 15:31:08","Arya Prajapati",NULL,NULL,NULL
"2713","2355214","initial",NULL,NULL,"5750",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-17 16:02:10","Dhiraj Salvi",NULL,NULL,NULL
"2714","2355214",,NULL,"17/02/2026 Fast Transfer From PRITESHKUMAR $ 5060
$5060 AUD to $5924 NZD (As per Today's Rate)
",,"5924","TDU34858 ",NULL,"12","2026-02-17 00:00:00",NULL,,"Bank transfer ","2026-02-17 16:09:00","Arya Prajapati",NULL,NULL,NULL
"2715","2354295",,NULL,"342189 Moneymatch",,"9528","TDU34135 ",NULL,"12","2026-02-17 00:00:00",NULL,,"Bank transfer ","2026-02-17 16:53:25","Arya Prajapati",NULL,NULL,NULL
"2716","2355372",,NULL,"WORLDWIDE ",,"216","TDU34988",NULL,"12","2026-02-17 00:00:00",NULL,,"Bank transfer ","2026-02-17 17:12:12","Arya Prajapati",NULL,NULL,NULL
"2718","2355084",,NULL,"HONEYPALM HOLIDAYS",,"5790","TDU34757 ",NULL,"12","2026-02-18 00:00:00",NULL,,"Bank transfer ","2026-02-18 15:10:32","Arya Prajapati",NULL,NULL,NULL
"2719","2352250",,NULL,"FLYREMIT PRIVATE LIMITED",,"9216","TDU32550 ",NULL,"12","2026-02-18 00:00:00",NULL,,"Bank transfer ","2026-02-18 15:27:03","Arya Prajapati",NULL,NULL,NULL
"2720","2353791","initial",NULL,NULL,"10080",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-18 19:10:04","Arya Prajapati",NULL,NULL,NULL
"2722","2355373",,NULL,"XTT184051188",,"2500","TDU34989 ",NULL,"12","2026-02-18 00:00:00",NULL,,"Credit card","2026-02-18 21:34:28","Arya Prajapati",NULL,NULL,NULL
"2723","2355373","initial",NULL,NULL,"2530",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-18 21:46:15","Hemant Dongrani",NULL,NULL,NULL
"2724","2355429","initial",NULL,NULL,"84",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-18 22:16:04","Mayur P",NULL,NULL,NULL
"2725","2353551","initial",NULL,NULL,"4718",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-18 23:05:45","Karthik Suriyan",NULL,NULL,NULL
"2727","2355245","initial",NULL,NULL,"4068",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-19 11:41:17","Hemant Dongrani",NULL,NULL,NULL
"2728","2355245","final",NULL,NULL,"4038",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-19 11:41:33","Hemant Dongrani",NULL,NULL,NULL
"2729","2353551",,NULL,"Fast Transfer From UMANG PATEL
TDU33554-AUD 3982 Received  (NZD4688 value )",,"4688","TDU33554 ",NULL,"12","2026-02-18 00:00:00",NULL,,"Bank transfer ","2026-02-19 14:44:35","Arya Prajapati",NULL,NULL,NULL
"2730","2354269",,NULL,"Fast Transfer From UMANG PATEL 
TDU34117-AUD 2732 Received  (NZD3216 Value)",,"3216","TDU34117 ",NULL,"12","2026-02-19 00:00:00",NULL,,"Bank transfer ","2026-02-19 14:46:04","Arya Prajapati",NULL,NULL,NULL
"2731","2355031",,NULL," Fast Transfer From UMANG PATEL 
TDU34721-AUD 1034 Received  (NZD1215 Value)",,"1215","TDU34721 ",NULL,"12","2026-02-18 00:00:00",NULL,,"Bank transfer ","2026-02-19 14:47:37","Arya Prajapati",NULL,NULL,NULL
"2732","2355031","initial",NULL,NULL,"3258",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-19 14:47:47","Arya Prajapati",NULL,NULL,NULL
"2733","2352447",,NULL,"Fast Transfer From UMANG PATEL
TDU32682-AUD 916 Received  (NZD1078 Value) ",,"1078","TDU32682",NULL,"12","2026-02-18 00:00:00",NULL,,"Bank transfer ","2026-02-19 14:49:44","Arya Prajapati",NULL,NULL,NULL
"2734","2353475",,NULL,"FLYREMIT PRIVATE LIMITED ",,"1770","TDU33492 ",NULL,"12","2026-02-19 00:00:00",NULL,,"Bank transfer ","2026-02-19 15:06:15","Arya Prajapati",NULL,NULL,NULL
"2735","2355429",,NULL,"Worldwide DMC",,"54","TDU35024 ",NULL,"12","2026-02-19 00:00:00",NULL,,"Bank transfer ","2026-02-19 15:06:58","Arya Prajapati",NULL,NULL,NULL
"2736","2354763","initial",NULL,NULL,"3610",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-19 15:50:04","Hemant Dongrani",NULL,NULL,NULL
"2737","2353704",,NULL,"Fast Transfer From UMANG PATEL ",,"4162","TDU33682 ",NULL,"12","2026-02-19 00:00:00",NULL,,"Bank transfer ","2026-02-19 17:53:42","Arya Prajapati",NULL,NULL,NULL
"2740","2355031",,NULL,"19/02/2026 Fast Transfer From UMANG PATEL $ 6100 AUD
TDU34721 : $1705 AUD ($2013 NZ) ",,"2013","TDU34721 ",NULL,"12","2026-02-19 00:00:00",NULL,,"Bank transfer ","2026-02-19 18:02:42","Arya Prajapati",NULL,NULL,NULL
"2741","2354935",,NULL,"Fast Transfer From UMANG PATEL
TDU34647 : $870 AUD ($1027 NZD)
",,"1027","TDU34647 ",NULL,"12","2026-02-19 00:00:00",NULL,,"Bank transfer ","2026-02-19 18:05:22","Arya Prajapati",NULL,NULL,NULL
"2745","2354269","initial",NULL,NULL,"3618",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-20 12:49:26","Hemant Dongrani",NULL,NULL,NULL
"2747","2353475","initial",NULL,NULL,"1800",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-20 18:58:25","Hemant Dongrani",NULL,NULL,NULL
"2748","2354997",,NULL,"MAKEMYTRIP INDIA PRIVATE LIMITED",,"35000","TDU26740G ",NULL,"12","2026-02-23 00:00:00",NULL,,"Bank transfer ","2026-02-23 13:17:06","Arya Prajapati",NULL,NULL,NULL
"2752","2353951",,NULL,"MAKEMYTRIP INDIA PRIVATE LIMITED ",,"31956","TDU26506G ",NULL,"12","2026-02-18 00:00:00",NULL,,"Bank transfer ","2026-02-23 14:54:07","Arya Prajapati",NULL,NULL,NULL
"2753","2353951",,NULL,"MAKEMYTRIP INDIA PRIVATE LIMITED ",,"31956","TDU26506G ",NULL,"12","2026-02-18 00:00:00",NULL,,"Bank transfer ","2026-02-23 14:54:11","Arya Prajapati",NULL,NULL,NULL
"2754","2355425","initial",NULL,NULL,"6874",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-23 15:29:50","Job Mathew",NULL,NULL,NULL
"2755","2350435",,NULL,"RIYA HOLIDAYS PVT LTD",,"20529.84","TDU25622G",NULL,"12","2026-02-18 00:00:00",NULL,,"Bank transfer ","2026-02-23 15:52:50","Arya Prajapati",NULL,NULL,NULL
"2756","2354568",,NULL,"SKYHI GLOBAL TRAVELS PRIVATE LIMITE ",,"150400","TDU26643G ",NULL,"12","2026-02-23 00:00:00",NULL,,"Bank transfer ","2026-02-23 15:58:58","Arya Prajapati",NULL,NULL,NULL
"2757","2353348",,NULL,"AKBAR HOLIDAYS PRIVAT ",,"5996","TDU33389 ",NULL,"12","2026-02-23 00:00:00",NULL,,"Bank transfer ","2026-02-23 22:04:23","Arya Prajapati",NULL,NULL,NULL
"2758","2355425",,NULL,"AARYAN LEISURE AND HOLIDAYS PVT LTD",,"6850","TDU35021 ",NULL,"12","2026-02-23 00:00:00",NULL,,"Bank transfer ","2026-02-23 22:06:10","Arya Prajapati",NULL,NULL,NULL
"2759","2353791","final",NULL,NULL,"10000",NULL,NULL,NULL,,NULL,NULL,,,"2026-02-23 22:16:44","Arya Prajapati",NULL,NULL,NULL
"2760","2353791",,NULL,"Fast Transfer From KEYURKUMAR PATELTr",,"10000","TDU33751 ",NULL,"12","2026-02-19 00:00:00",NULL,,"Bank transfer ","2026-02-23 22:17:49","Arya Prajapati",NULL,NULL,NULL
